TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
38,A,2018,2018,3364OT,Other transportation equipment,0.07,38
38,A,2018,2018,337,Furniture and related products,0.03,38
38,A,2018,2018,339,Miscellaneous manufacturing,0.04,38
38,A,2018,2018,33DG,Durable goods,1.20,38
38,A,2018,2018,42,Wholesale trade,0.04,38
38,A,2018,2018,441,Motor vehicle and parts dealers,0.01,38
38,A,2018,2018,445,Food and beverage stores,0.01,38
38,A,2018,2018,44RT,Retail trade,0.04,38
38,A,2018,2018,452,General merchandise stores,0.01,38
38,A,2018,2018,481,Air transportation,0.00,38
38,A,2018,2018,482,Rail transportation,0.01,38
38,A,2018,2018,483,Water transportation,0.00,38
38,A,2018,2018,484,Truck transportation,0.01,38
38,A,2018,2018,485,Transit and ground passenger transportation,0.00,38
38,A,2018,2018,486,Pipeline transportation,0.01,38
38,A,2018,2018,487OS,Other transportation and support activities,0.02,38
38,A,2018,2018,48TW,Transportation and warehousing,0.04,38
38,A,2018,2018,493,Warehousing and storage,0.00,38
38,A,2018,2018,4A0,Other retail,0.02,38
38,A,2018,2018,51,Information,0.02,38
38,A,2018,2018,511,"Publishing industries, except internet (includes software)",0.01,38
38,A,2018,2018,512,Motion picture and sound recording industries,0.00,38
38,A,2018,2018,513,Broadcasting and telecommunications,0.01,38
38,A,2018,2018,514,"Data processing, internet publishing, and other information services",0.01,38
38,A,2018,2018,52,Finance and insurance,0.01,38
38,A,2018,2018,521CI,"Federal Reserve banks, credit intermediation, and related activities",0.00,38
38,A,2018,2018,523,"Securities, commodity contracts, and investments",0.00,38
38,A,2018,2018,524,Insurance carriers and related activities,0.00,38
38,A,2018,2018,525,"Funds, trusts, and other financial vehicles",0.00,38
38,A,2018,2018,53,Real estate and rental and leasing,0.05,38
38,A,2018,2018,531,Real estate,0.03,38
38,A,2018,2018,532RL,Rental and leasing services and lessors of intangible assets,0.02,38
38,A,2018,2018,54,"Professional, scientific, and technical services",0.07,38
38,A,2018,2018,5411,Legal services,0.00,38
38,A,2018,2018,5412OP,"Miscellaneous professional, scientific, and technical services",0.06,38
38,A,2018,2018,5415,Computer systems design and related services,0.01,38
38,A,2018,2018,55,Management of companies and enterprises,0.00,38
38,A,2018,2018,56,Administrative and waste management services,0.05,38
38,A,2018,2018,561,Administrative and support services,0.04,38
38,A,2018,2018,562,Waste management and remediation services,0.01,38
38,A,2018,2018,6,"Educational services, health care, and social assistance",0.14,38
38,A,2018,2018,61,Educational services,0.01,38
38,A,2018,2018,62,Health care and social assistance,0.13,38
38,A,2018,2018,621,Ambulatory health care services,0.07,38
38,A,2018,2018,622,Hospitals,0.04,38
38,A,2018,2018,623,Nursing and residential care facilities,0.01,38
38,A,2018,2018,624,Social assistance,0.01,38
38,A,2018,2018,7,"Arts, entertainment, recreation, accommodation, and food services",0.06,38
38,A,2018,2018,71,"Arts, entertainment, and recreation",0.01,38
38,A,2018,2018,711AS,"Performing arts, spectator sports, museums, and related activities",0.00,38
38,A,2018,2018,713,"Amusements, gambling, and recreation industries",0.01,38
38,A,2018,2018,72,Accommodation and food services,0.05,38
38,A,2018,2018,721,Accommodation,0.01,38
38,A,2018,2018,722,Food services and drinking places,0.04,38
38,A,2018,2018,81,"Other services, except government",0.03,38
38,A,2018,2018,FIRE,"Finance, insurance, real estate, rental, and leasing",0.05,38
38,A,2018,2018,G,Government,0.18,38
38,A,2018,2018,GF,Federal,0.03,38
38,A,2018,2018,GFE,Government enterprises,0.00,38
38,A,2018,2018,GFG,General government,0.03,38
38,A,2018,2018,GFGD,National defense,0.01,38
38,A,2018,2018,GFGN,Nondefense,0.02,38
38,A,2018,2018,GSL,State and local,0.14,38
38,A,2018,2018,GSLE,Government enterprises,0.03,38
38,A,2018,2018,GSLG,General government,0.11,38
38,A,2018,2018,HS,Housing,0.00,38
38,A,2018,2018,ICT,Information-communications-technology-producing industries<sup>3</sup>,0.04,38;38.3.A
38,A,2018,2018,II,All industries,4.9,38
38,A,2018,2018,ORE,Other real estate,0.03,38
38,A,2018,2018,PGOOD,Private goods-producing industries<sup>1</sup>,4.18,38;38.1.A
38,A,2018,2018,PROF,Professional and business services,0.12,38
38,A,2018,2018,PSERV,Private services-producing industries<sup>2</sup>,0.56,38;38.2.A
38,A,2018,2018,PVT,Private industries,4.73,38
38,A,2019,2019,11,"Agriculture, forestry, fishing, and hunting",-0.01,38
38,A,2019,2019,111CA,Farms,-0.01,38
38,A,2019,2019,113FF,"Forestry, fishing, and related activities",0.00,38
38,A,2019,2019,21,Mining,-0.04,38
38,A,2019,2019,211,Oil and gas extraction,-0.05,38
38,A,2019,2019,212,"Mining, except oil and gas",0.01,38
38,A,2019,2019,213,Support activities for mining,0.01,38
38,A,2019,2019,22,Utilities,0.00,38
38,A,2019,2019,23,Construction,0.22,38
38,A,2019,2019,311FT,Food and beverage and tobacco products,0.06,38
38,A,2019,2019,313TT,Textile mills and textile product mills,0.00,38
38,A,2019,2019,315AL,Apparel and leather and allied products,0.00,38
38,A,2019,2019,31G,Manufacturing,-0.89,38
38,A,2019,2019,31ND,Nondurable goods,-0.99,38
38,A,2019,2019,321,Wood products,-0.04,38
38,A,2019,2019,322,Paper products,0.00,38
38,A,2019,2019,323,Printing and related support activities,0.01,38
38,A,2019,2019,324,Petroleum and coal products,-0.73,38
38,A,2019,2019,325,Chemical products,-0.32,38
38,A,2019,2019,326,Plastics and rubber products,-0.02,38
38,A,2019,2019,327,Nonmetallic mineral products,0.02,38
38,A,2019,2019,331,Primary metals,-0.02,38
38,A,2019,2019,332,Fabricated metal products,-0.02,38
38,A,2019,2019,333,Machinery,0.03,38
38,A,2019,2019,334,Computer and electronic products,0.00,38
38,A,2019,2019,335,"Electrical equipment, appliances, and components",0.01,38
38,A,2019,2019,3361MV,"Motor vehicles, bodies and trailers, and parts",0.07,38
38,A,2019,2019,3364OT,Other transportation equipment,0.04,38
38,A,2019,2019,337,Furniture and related products,0.00,38
38,A,2019,2019,339,Miscellaneous manufacturing,0.01,38
38,A,2019,2019,33DG,Durable goods,0.10,38
38,A,2019,2019,42,Wholesale trade,0.04,38
38,A,2019,2019,441,Motor vehicle and parts dealers,0.00,38
38,A,2019,2019,445,Food and beverage stores,0.00,38
38,A,2019,2019,44RT,Retail trade,0.03,38
38,A,2019,2019,452,General merchandise stores,0.00,38
38,A,2019,2019,481,Air transportation,0.00,38
38,A,2019,2019,482,Rail transportation,0.00,38
38,A,2019,2019,483,Water transportation,0.00,38
38,A,2019,2019,484,Truck transportation,0.00,38
38,A,2019,2019,485,Transit and ground passenger transportation,0.00,38
38,A,2019,2019,486,Pipeline transportation,0.00,38
38,A,2019,2019,487OS,Other transportation and support activities,0.00,38
38,A,2019,2019,48TW,Transportation and warehousing,0.02,38
38,A,2019,2019,493,Warehousing and storage,0.00,38
38,A,2019,2019,4A0,Other retail,0.02,38
38,A,2019,2019,51,Information,0.01,38
38,A,2019,2019,511,"Publishing industries, except internet (includes software)",0.00,38
38,A,2019,2019,512,Motion picture and sound recording industries,0.00,38
38,A,2019,2019,513,Broadcasting and telecommunications,0.01,38
38,A,2019,2019,514,"Data processing, internet publishing, and other information services",0.00,38
38,A,2019,2019,52,Finance and insurance,0.01,38
38,A,2019,2019,521CI,"Federal Reserve banks, credit intermediation, and related activities",0.00,38
38,A,2019,2019,523,"Securities, commodity contracts, and investments",0.00,38
38,A,2019,2019,524,Insurance carriers and related activities,0.00,38
38,A,2019,2019,525,"Funds, trusts, and other financial vehicles",0.00,38
38,A,2019,2019,53,Real estate and rental and leasing,0.02,38
38,A,2019,2019,531,Real estate,0.01,38
38,A,2019,2019,532RL,Rental and leasing services and lessors of intangible assets,0.01,38
38,A,2019,2019,54,"Professional, scientific, and technical services",0.04,38
38,A,2019,2019,5411,Legal services,0.00,38
38,A,2019,2019,5412OP,"Miscellaneous professional, scientific, and technical services",0.04,38
38,A,2019,2019,5415,Computer systems design and related services,0.01,38
38,A,2019,2019,55,Management of companies and enterprises,0.00,38
38,A,2019,2019,56,Administrative and waste management services,0.03,38
38,A,2019,2019,561,Administrative and support services,0.02,38
38,A,2019,2019,562,Waste management and remediation services,0.01,38
38,A,2019,2019,6,"Educational services, health care, and social assistance",0.09,38
38,A,2019,2019,61,Educational services,0.01,38
38,A,2019,2019,62,Health care and social assistance,0.08,38
38,A,2019,2019,621,Ambulatory health care services,0.04,38
38,A,2019,2019,622,Hospitals,0.02,38
38,A,2019,2019,623,Nursing and residential care facilities,0.01,38
38,A,2019,2019,624,Social assistance,0.01,38
38,A,2019,2019,7,"Arts, entertainment, recreation, accommodation, and food services",0.06,38
38,A,2019,2019,71,"Arts, entertainment, and recreation",0.01,38
38,A,2019,2019,711AS,"Performing arts, spectator sports, museums, and related activities",0.00,38
38,A,2019,2019,713,"Amusements, gambling, and recreation industries",0.01,38
38,A,2019,2019,72,Accommodation and food services,0.06,38
38,A,2019,2019,721,Accommodation,0.01,38
38,A,2019,2019,722,Food services and drinking places,0.05,38
38,A,2019,2019,81,"Other services, except government",0.03,38
38,A,2019,2019,FIRE,"Finance, insurance, real estate, rental, and leasing",0.03,38
38,A,2019,2019,G,Government,0.10,38
38,A,2019,2019,GF,Federal,0.05,38
38,A,2019,2019,GFE,Government enterprises,0.00,38
38,A,2019,2019,GFG,General government,0.04,38
38,A,2019,2019,GFGD,National defense,0.03,38
38,A,2019,2019,GFGN,Nondefense,0.01,38
38,A,2019,2019,GSL,State and local,0.05,38
38,A,2019,2019,GSLE,Government enterprises,0.01,38
38,A,2019,2019,GSLG,General government,0.05,38
38,A,2019,2019,HS,Housing,0.00,38
38,A,2019,2019,ICT,Information-communications-technology-producing industries<sup>3</sup>,0.01,38;38.3.A
38,A,2019,2019,II,All industries,-0.2,38
38,A,2019,2019,ORE,Other real estate,0.01,38
38,A,2019,2019,PGOOD,Private goods-producing industries<sup>1</sup>,-0.71,38;38.1.A
38,A,2019,2019,PROF,Professional and business services,0.07,38
38,A,2019,2019,PSERV,Private services-producing industries<sup>2</sup>,0.38,38;38.2.A
38,A,2019,2019,PVT,Private industries,-0.33,38
38,A,2020,2020,11,"Agriculture, forestry, fishing, and hunting",-0.08,38
38,A,2020,2020,111CA,Farms,-0.08,38
38,A,2020,2020,113FF,"Forestry, fishing, and related activities",0.00,38
38,A,2020,2020,21,Mining,-0.05,38
38,A,2020,2020,211,Oil and gas extraction,-0.06,38
38,A,2020,2020,212,"Mining, except oil and gas",0.01,38
38,A,2020,2020,213,Support activities for mining,0.00,38
38,A,2020,2020,22,Utilities,0.00,38
38,A,2020,2020,23,Construction,0.36,38
38,A,2020,2020,311FT,Food and beverage and tobacco products,-0.06,38
38,A,2020,2020,313TT,Textile mills and textile product mills,-0.01,38
38,A,2020,2020,315AL,Apparel and leather and allied products,0.00,38
38,A,2020,2020,31G,Manufacturing,-2.01,38
38,A,2020,2020,31ND,Nondurable goods,-1.93,38
38,A,2020,2020,321,Wood products,0.00,38
38,A,2020,2020,322,Paper products,-0.03,38
38,A,2020,2020,323,Printing and related support activities,0.00,38
38,A,2020,2020,324,Petroleum and coal products,-1.63,38
38,A,2020,2020,325,Chemical products,-0.17,38
38,A,2020,2020,326,Plastics and rubber products,-0.03,38
38,A,2020,2020,327,Nonmetallic mineral products,0.00,38
38,A,2020,2020,331,Primary metals,-0.02,38
38,A,2020,2020,332,Fabricated metal products,-0.10,38
38,A,2020,2020,333,Machinery,-0.01,38
38,A,2020,2020,334,Computer and electronic products,0.01,38
38,A,2020,2020,335,"Electrical equipment, appliances, and components",0.01,38
38,A,2020,2020,3361MV,"Motor vehicles, bodies and trailers, and parts",0.01,38
38,A,2020,2020,3364OT,Other transportation equipment,0.02,38
38,A,2020,2020,337,Furniture and related products,0.00,38
38,A,2020,2020,339,Miscellaneous manufacturing,0.01,38
38,A,2020,2020,33DG,Durable goods,-0.08,38
38,A,2020,2020,42,Wholesale trade,0.01,38
38,A,2020,2020,441,Motor vehicle and parts dealers,0.00,38
38,A,2020,2020,445,Food and beverage stores,0.00,38
38,A,2020,2020,44RT,Retail trade,0.02,38
38,A,2020,2020,452,General merchandise stores,0.00,38
38,A,2020,2020,481,Air transportation,0.00,38
38,A,2020,2020,482,Rail transportation,0.01,38
38,A,2020,2020,483,Water transportation,0.00,38
38,A,2020,2020,484,Truck transportation,0.00,38
38,A,2020,2020,485,Transit and ground passenger transportation,0.00,38
38,A,2020,2020,486,Pipeline transportation,0.00,38
38,A,2020,2020,487OS,Other transportation and support activities,-0.01,38
38,A,2020,2020,48TW,Transportation and warehousing,0.00,38
38,A,2020,2020,493,Warehousing and storage,0.00,38
38,A,2020,2020,4A0,Other retail,0.01,38
38,A,2020,2020,51,Information,0.01,38
38,A,2020,2020,511,"Publishing industries, except internet (includes software)",0.00,38
38,A,2020,2020,512,Motion picture and sound recording industries,0.00,38
38,A,2020,2020,513,Broadcasting and telecommunications,0.00,38
38,A,2020,2020,514,"Data processing, internet publishing, and other information services",0.00,38
38,A,2020,2020,52,Finance and insurance,0.00,38
38,A,2020,2020,521CI,"Federal Reserve banks, credit intermediation, and related activities",0.00,38
38,A,2020,2020,523,"Securities, commodity contracts, and investments",0.00,38
38,A,2020,2020,524,Insurance carriers and related activities,0.00,38
38,A,2020,2020,525,"Funds, trusts, and other financial vehicles",0.00,38
38,A,2020,2020,53,Real estate and rental and leasing,0.01,38
38,A,2020,2020,531,Real estate,0.00,38
38,A,2020,2020,532RL,Rental and leasing services and lessors of intangible assets,0.01,38
38,A,2020,2020,54,"Professional, scientific, and technical services",0.02,38
38,A,2020,2020,5411,Legal services,0.00,38
38,A,2020,2020,5412OP,"Miscellaneous professional, scientific, and technical services",0.02,38
38,A,2020,2020,5415,Computer systems design and related services,0.00,38
38,A,2020,2020,55,Management of companies and enterprises,0.00,38
38,A,2020,2020,56,Administrative and waste management services,0.01,38
38,A,2020,2020,561,Administrative and support services,0.01,38
38,A,2020,2020,562,Waste management and remediation services,0.00,38
38,A,2020,2020,6,"Educational services, health care, and social assistance",0.05,38
38,A,2020,2020,61,Educational services,0.00,38
38,A,2020,2020,62,Health care and social assistance,0.05,38
38,A,2020,2020,621,Ambulatory health care services,0.03,38
38,A,2020,2020,622,Hospitals,0.02,38
38,A,2020,2020,623,Nursing and residential care facilities,0.00,38
38,A,2020,2020,624,Social assistance,0.00,38
38,A,2020,2020,7,"Arts, entertainment, recreation, accommodation, and food services",0.04,38
38,A,2020,2020,71,"Arts, entertainment, and recreation",0.01,38
38,A,2020,2020,711AS,"Performing arts, spectator sports, museums, and related activities",0.00,38
38,A,2020,2020,713,"Amusements, gambling, and recreation industries",0.00,38
38,A,2020,2020,72,Accommodation and food services,0.03,38
38,A,2020,2020,721,Accommodation,0.01,38
38,A,2020,2020,722,Food services and drinking places,0.03,38
38,A,2020,2020,81,"Other services, except government",0.02,38
38,A,2020,2020,FIRE,"Finance, insurance, real estate, rental, and leasing",0.01,38
38,A,2020,2020,G,Government,0.03,38
38,A,2020,2020,GF,Federal,0.05,38
38,A,2020,2020,GFE,Government enterprises,0.00,38
38,A,2020,2020,GFG,General government,0.05,38
38,A,2020,2020,GFGD,National defense,0.04,38
38,A,2020,2020,GFGN,Nondefense,0.00,38
38,A,2020,2020,GSL,State and local,-0.02,38
38,A,2020,2020,GSLE,Government enterprises,0.00,38
38,A,2020,2020,GSLG,General government,-0.01,38
38,A,2020,2020,HS,Housing,0.01,38
38,A,2020,2020,ICT,Information-communications-technology-producing industries<sup>3</sup>,0.01,38;38.3.A
38,A,2020,2020,II,All industries,-1.5,38
38,A,2020,2020,ORE,Other real estate,0.00,38
38,A,2020,2020,PGOOD,Private goods-producing industries<sup>1</sup>,-1.77,38;38.1.A
38,A,2020,2020,PROF,Professional and business services,0.03,38
38,A,2020,2020,PSERV,Private services-producing industries<sup>2</sup>,0.20,38;38.2.A
38,A,2020,2020,PVT,Private industries,-1.57,38
38,A,2021,2021,11,"Agriculture, forestry, fishing, and hunting",0.59,38
38,A,2021,2021,111CA,Farms,0.58,38
38,A,2021,2021,113FF,"Forestry, fishing, and related activities",0.02,38
38,A,2021,2021,21,Mining,0.49,38
38,A,2021,2021,211,Oil and gas extraction,0.44,38
38,A,2021,2021,212,"Mining, except oil and gas",0.04,38
38,A,2021,2021,213,Support activities for mining,0.02,38
38,A,2021,2021,22,Utilities,0.02,38
38,A,2021,2021,23,Construction,1.99,38
38,A,2021,2021,311FT,Food and beverage and tobacco products,1.77,38
38,A,2021,2021,313TT,Textile mills and textile product mills,0.06,38
38,A,2021,2021,315AL,Apparel and leather and allied products,0.01,38
38,A,2021,2021,31G,Manufacturing,11.23,38
38,A,2021,2021,31ND,Nondurable goods,7.02,38
38,A,2021,2021,321,Wood products,0.29,38
38,A,2021,2021,322,Paper products,0.22,38
38,A,2021,2021,323,Printing and related support activities,0.05,38
38,A,2021,2021,324,Petroleum and coal products,3.06,38
38,A,2021,2021,325,Chemical products,1.37,38
38,A,2021,2021,326,Plastics and rubber products,0.48,38
38,A,2021,2021,327,Nonmetallic mineral products,0.10,38
38,A,2021,2021,331,Primary metals,0.93,38
38,A,2021,2021,332,Fabricated metal products,0.86,38
38,A,2021,2021,333,Machinery,0.51,38
38,A,2021,2021,334,Computer and electronic products,0.10,38
38,A,2021,2021,335,"Electrical equipment, appliances, and components",0.20,38
38,A,2021,2021,3361MV,"Motor vehicles, bodies and trailers, and parts",0.83,38
38,A,2021,2021,3364OT,Other transportation equipment,0.15,38
38,A,2021,2021,337,Furniture and related products,0.11,38
38,A,2021,2021,339,Miscellaneous manufacturing,0.14,38
38,A,2021,2021,33DG,Durable goods,4.21,38
38,A,2021,2021,42,Wholesale trade,0.17,38
38,A,2021,2021,441,Motor vehicle and parts dealers,0.02,38
38,A,2021,2021,445,Food and beverage stores,0.03,38
38,A,2021,2021,44RT,Retail trade,0.15,38
38,A,2021,2021,452,General merchandise stores,0.02,38
38,A,2021,2021,481,Air transportation,0.00,38
38,A,2021,2021,482,Rail transportation,0.02,38
38,A,2021,2021,483,Water transportation,0.00,38
38,A,2021,2021,484,Truck transportation,0.03,38
38,A,2021,2021,485,Transit and ground passenger transportation,0.00,38
38,A,2021,2021,486,Pipeline transportation,0.01,38
38,A,2021,2021,487OS,Other transportation and support activities,0.04,38
38,A,2021,2021,48TW,Transportation and warehousing,0.10,38
38,A,2021,2021,493,Warehousing and storage,0.01,38
38,A,2021,2021,4A0,Other retail,0.08,38
38,A,2021,2021,51,Information,0.18,38
38,A,2021,2021,511,"Publishing industries, except internet (includes software)",0.01,38
38,A,2021,2021,512,Motion picture and sound recording industries,0.00,38
38,A,2021,2021,513,Broadcasting and telecommunications,0.11,38
38,A,2021,2021,514,"Data processing, internet publishing, and other information services",0.06,38
38,A,2021,2021,52,Finance and insurance,0.03,38
38,A,2021,2021,521CI,"Federal Reserve banks, credit intermediation, and related activities",0.01,38
38,A,2021,2021,523,"Securities, commodity contracts, and investments",0.01,38
38,A,2021,2021,524,Insurance carriers and related activities,0.01,38
38,A,2021,2021,525,"Funds, trusts, and other financial vehicles",0.00,38
38,A,2021,2021,53,Real estate and rental and leasing,0.17,38
38,A,2021,2021,531,Real estate,0.11,38
38,A,2021,2021,532RL,Rental and leasing services and lessors of intangible assets,0.06,38
38,A,2021,2021,54,"Professional, scientific, and technical services",0.22,38
38,A,2021,2021,5411,Legal services,0.00,38
38,A,2021,2021,5412OP,"Miscellaneous professional, scientific, and technical services",0.17,38
38,A,2021,2021,5415,Computer systems design and related services,0.04,38
38,A,2021,2021,55,Management of companies and enterprises,0.02,38
38,A,2021,2021,56,Administrative and waste management services,0.18,38
38,A,2021,2021,561,Administrative and support services,0.14,38
38,A,2021,2021,562,Waste management and remediation services,0.04,38
38,A,2021,2021,6,"Educational services, health care, and social assistance",0.34,38
38,A,2021,2021,61,Educational services,0.03,38
38,A,2021,2021,62,Health care and social assistance,0.31,38
38,A,2021,2021,621,Ambulatory health care services,0.10,38
38,A,2021,2021,622,Hospitals,0.10,38
38,A,2021,2021,623,Nursing and residential care facilities,0.02,38
38,A,2021,2021,624,Social assistance,0.08,38
38,A,2021,2021,7,"Arts, entertainment, recreation, accommodation, and food services",0.29,38
38,A,2021,2021,71,"Arts, entertainment, and recreation",0.03,38
38,A,2021,2021,711AS,"Performing arts, spectator sports, museums, and related activities",0.01,38
38,A,2021,2021,713,"Amusements, gambling, and recreation industries",0.03,38
38,A,2021,2021,72,Accommodation and food services,0.26,38
38,A,2021,2021,721,Accommodation,0.02,38
38,A,2021,2021,722,Food services and drinking places,0.24,38
38,A,2021,2021,81,"Other services, except government",0.09,38
38,A,2021,2021,FIRE,"Finance, insurance, real estate, rental, and leasing",0.20,38
38,A,2021,2021,G,Government,0.73,38
38,A,2021,2021,GF,Federal,0.13,38
38,A,2021,2021,GFE,Government enterprises,0.01,38
38,A,2021,2021,GFG,General government,0.12,38
38,A,2021,2021,GFGD,National defense,0.06,38
38,A,2021,2021,GFGN,Nondefense,0.06,38
38,A,2021,2021,GSL,State and local,0.60,38
38,A,2021,2021,GSLE,Government enterprises,0.11,38
38,A,2021,2021,GSLG,General government,0.49,38
38,A,2021,2021,HS,Housing,0.02,38
38,A,2021,2021,ICT,Information-communications-technology-producing industries<sup>3</sup>,0.28,38;38.3.A
38,A,2021,2021,II,All industries,17.0,38
38,A,2021,2021,ORE,Other real estate,0.09,38
38,A,2021,2021,PGOOD,Private goods-producing industries<sup>1</sup>,14.30,38;38.1.A
38,A,2021,2021,PROF,Professional and business services,0.42,38
38,A,2021,2021,PSERV,Private services-producing industries<sup>2</sup>,1.97,38;38.2.A
38,A,2021,2021,PVT,Private industries,16.27,38
39,A,2017,2017,11,"Agriculture, forestry, fishing, and hunting",100.000,39
39,A,2017,2017,111CA,Farms,100.000,39
39,A,2017,2017,113FF,"Forestry, fishing, and related activities",100.000,39
39,A,2017,2017,21,Mining,100.000,39
39,A,2017,2017,211,Oil and gas extraction,100.000,39
39,A,2017,2017,212,"Mining, except oil and gas",100.000,39
39,A,2017,2017,213,Support activities for mining,100.000,39
39,A,2017,2017,22,Utilities,100.000,39
39,A,2017,2017,23,Construction,100.000,39
39,A,2017,2017,311FT,Food and beverage and tobacco products,100.000,39
39,A,2017,2017,313TT,Textile mills and textile product mills,100.000,39
39,A,2017,2017,315AL,Apparel and leather and allied products,100.000,39
39,A,2017,2017,31G,Manufacturing,100.000,39
39,A,2017,2017,31ND,Nondurable goods,100.000,39
39,A,2017,2017,321,Wood products,100.000,39
39,A,2017,2017,322,Paper products,100.000,39
39,A,2017,2017,323,Printing and related support activities,100.000,39
39,A,2017,2017,324,Petroleum and coal products,100.000,39
39,A,2017,2017,325,Chemical products,100.000,39
39,A,2017,2017,326,Plastics and rubber products,100.000,39
39,A,2017,2017,327,Nonmetallic mineral products,100.000,39
39,A,2017,2017,331,Primary metals,100.000,39
39,A,2017,2017,332,Fabricated metal products,100.000,39
39,A,2017,2017,333,Machinery,100.000,39
39,A,2017,2017,334,Computer and electronic products,100.000,39
39,A,2017,2017,335,"Electrical equipment, appliances, and components",100.000,39
39,A,2017,2017,3361MV,"Motor vehicles, bodies and trailers, and parts",100.000,39
39,A,2017,2017,3364OT,Other transportation equipment,100.000,39
39,A,2017,2017,337,Furniture and related products,100.000,39
39,A,2017,2017,339,Miscellaneous manufacturing,100.000,39
39,A,2017,2017,33DG,Durable goods,100.000,39
39,A,2017,2017,42,Wholesale trade,100.000,39
39,A,2017,2017,441,Motor vehicle and parts dealers,100.000,39
39,A,2017,2017,445,Food and beverage stores,100.000,39
39,A,2017,2017,44RT,Retail trade,100.000,39
39,A,2017,2017,452,General merchandise stores,100.000,39
39,A,2017,2017,481,Air transportation,100.000,39
39,A,2017,2017,482,Rail transportation,100.000,39
39,A,2017,2017,483,Water transportation,100.000,39
39,A,2017,2017,484,Truck transportation,100.000,39
39,A,2017,2017,485,Transit and ground passenger transportation,100.000,39
39,A,2017,2017,486,Pipeline transportation,100.000,39
39,A,2017,2017,487OS,Other transportation and support activities,100.000,39
39,A,2017,2017,48TW,Transportation and warehousing,100.000,39
39,A,2017,2017,493,Warehousing and storage,100.000,39
39,A,2017,2017,4A0,Other retail,100.000,39
39,A,2017,2017,51,Information,100.000,39
39,A,2017,2017,511,"Publishing industries, except internet (includes software)",100.000,39
39,A,2017,2017,512,Motion picture and sound recording industries,100.000,39
39,A,2017,2017,513,Broadcasting and telecommunications,100.000,39
39,A,2017,2017,514,"Data processing, internet publishing, and other information services",100.000,39
39,A,2017,2017,52,Finance and insurance,100.000,39
39,A,2017,2017,521CI,"Federal Reserve banks, credit intermediation, and related activities",100.000,39
39,A,2017,2017,523,"Securities, commodity contracts, and investments",100.000,39
39,A,2017,2017,524,Insurance carriers and related activities,100.000,39
39,A,2017,2017,525,"Funds, trusts, and other financial vehicles",100.000,39
39,A,2017,2017,53,Real estate and rental and leasing,100.000,39
39,A,2017,2017,531,Real estate,100.000,39
39,A,2017,2017,532RL,Rental and leasing services and lessors of intangible assets,100.000,39
39,A,2017,2017,54,"Professional, scientific, and technical services",100.000,39
39,A,2017,2017,5411,Legal services,100.000,39
39,A,2017,2017,5412OP,"Miscellaneous professional, scientific, and technical services",100.000,39
39,A,2017,2017,5415,Computer systems design and related services,100.000,39
39,A,2017,2017,55,Management of companies and enterprises,100.000,39
39,A,2017,2017,56,Administrative and waste management services,100.000,39
39,A,2017,2017,561,Administrative and support services,100.000,39
39,A,2017,2017,562,Waste management and remediation services,100.000,39
39,A,2017,2017,6,"Educational services, health care, and social assistance",100.000,39
39,A,2017,2017,61,Educational services,100.000,39
39,A,2017,2017,62,Health care and social assistance,100.000,39
39,A,2017,2017,621,Ambulatory health care services,100.000,39
39,A,2017,2017,622,Hospitals,100.000,39
39,A,2017,2017,623,Nursing and residential care facilities,100.000,39
39,A,2017,2017,624,Social assistance,100.000,39
39,A,2017,2017,7,"Arts, entertainment, recreation, accommodation, and food services",100.000,39
39,A,2017,2017,71,"Arts, entertainment, and recreation",100.000,39
39,A,2017,2017,711AS,"Performing arts, spectator sports, museums, and related activities",100.000,39
39,A,2017,2017,713,"Amusements, gambling, and recreation industries",100.000,39
39,A,2017,2017,72,Accommodation and food services,100.000,39
39,A,2017,2017,721,Accommodation,100.000,39
39,A,2017,2017,722,Food services and drinking places,100.000,39
39,A,2017,2017,81,"Other services, except government",100.000,39
39,A,2017,2017,FIRE,"Finance, insurance, real estate, rental, and leasing",100.000,39
39,A,2017,2017,G,Government,100.000,39
39,A,2017,2017,GF,Federal,100.000,39
39,A,2017,2017,GFE,Government enterprises,100.000,39
39,A,2017,2017,GFG,General government,100.000,39
39,A,2017,2017,GFGD,National defense,100.000,39
39,A,2017,2017,GFGN,Nondefense,100.000,39
39,A,2017,2017,GSL,State and local,100.000,39
39,A,2017,2017,GSLE,Government enterprises,100.000,39
39,A,2017,2017,GSLG,General government,100.000,39
39,A,2017,2017,HS,Housing,100.000,39
39,A,2017,2017,ICT,Information-communications-technology-producing industries<sup>3</sup>,100.000,39;39.3.A
39,A,2017,2017,II,All industries,100.000,39
39,A,2017,2017,ORE,Other real estate,100.000,39
39,A,2017,2017,PGOOD,Private goods-producing industries<sup>1</sup>,100.000,39;39.1.A
39,A,2017,2017,PROF,Professional and business services,100.000,39
39,A,2017,2017,PSERV,Private services-producing industries<sup>2</sup>,100.000,39;39.2.A
39,A,2017,2017,PVT,Private industries,100.000,39
39,A,2018,2018,11,"Agriculture, forestry, fishing, and hunting",92.196,39
39,A,2018,2018,111CA,Farms,92.891,39
39,A,2018,2018,113FF,"Forestry, fishing, and related activities",84.794,39
39,A,2018,2018,21,Mining,138.395,39
39,A,2018,2018,211,Oil and gas extraction,169.942,39
39,A,2018,2018,212,"Mining, except oil and gas",111.829,39
